crime_type,date,time,latitude,longitude,location
Domestic Violence,31-01-2024,08:06:00,18.99379820080379,72.9153246637559,Borivali
Burglary,10-04-2025,17:41:00,19.01417470919719,72.93250634713708,Thane
Burglary,02-03-2024,08:50:00,18.99534217964127,72.85356875319229,Ghatkopar
Domestic Violence,24-04-2025,17:27:00,19.203696198794884,72.86455834759418,Mulund
Murder,10-07-2025,20:04:00,18.96382650348794,72.9803889083351,Andheri
Drug Offense,02-10-2024,00:02:00,18.93844058139539,72.93172745980371,Bandra
Drug Offense,09-08-2023,09:01:00,18.97721309777924,72.89751616867564,Dadar
Domestic Violence,28-07-2022,23:56:00,18.95713423553012,72.87459014710328,Thane
Theft,08-09-2025,21:13:00,18.939106981714627,72.90721478768455,Andheri
Burglary,28-11-2025,15:49:00,19.1844869346989,72.91457279201842,Colaba
Fraud,29-09-2022,14:31:00,18.90827692159611,72.99617864918899,Bandra
Theft,16-10-2023,03:31:00,18.956748339528488,72.99336073899836,Colaba
Assault,09-03-2025,00:40:00,18.943904237783787,72.95527954585846,Borivali
Theft,05-02-2023,15:46:00,19.237780706989287,72.97242612349378,Bandra
Murder,14-02-2023,22:41:00,19.045400923644564,72.99964776142846,Thane
Fraud,11-05-2022,17:52:00,19.07325471798182,72.85042553626819,Andheri
Assault,01-01-2025,20:19:00,19.17334201519393,72.84864507539629,Borivali
Domestic Violence,16-05-2023,22:41:00,19.089533281971804,72.89265061590396,Ghatkopar
Theft,30-12-2024,01:22:00,19.22255595921837,72.95996955697773,Mulund
Theft,07-11-2024,13:45:00,19.07091800302977,72.83448176760852,Dadar
Assault,23-02-2024,00:07:00,19.039599205108804,72.93829481859449,Ghatkopar
Domestic Violence,03-05-2025,17:59:00,19.102393103856254,72.84940537728284,Thane
Assault,07-06-2023,19:52:00,19.19892120450289,72.9119670218327,Borivali
Murder,18-09-2023,12:12:00,18.9127790055162,72.88381384976192,Ghatkopar
Theft,31-10-2025,00:24:00,19.192458928082527,72.83587255375893,Ghatkopar
Murder,16-05-2025,05:35:00,19.079724121662174,72.97002391656645,Andheri
Murder,23-03-2022,15:27:00,18.983678146023408,72.9946508943958,Bandra
Fraud,07-05-2025,02:44:00,19.089450914667093,72.91094306299242,Colaba
Burglary,16-11-2022,23:29:00,19.12035342945333,72.89269103907398,Navi Mumbai
Fraud,07-02-2024,06:05:00,18.96334375494344,72.83847754922749,Thane
Assault,08-08-2025,01:33:00,19.23225257529168,72.99431890164574,Colaba
Domestic Violence,22-06-2025,01:17:00,18.96172388514685,72.89500318820123,Colaba
Murder,17-07-2024,08:53:00,18.990634369484347,72.8674523557269,Navi Mumbai
Fraud,24-11-2025,04:36:00,19.10687199033147,72.86614265953435,Andheri
Domestic Violence,03-06-2025,08:46:00,19.171132196673,72.91324070397694,Ghatkopar
Fraud,06-09-2022,15:19:00,18.91656601091858,72.97410551279488,Mulund
Fraud,18-04-2024,19:28:00,19.074735488077053,72.88764936026581,Dadar
Domestic Violence,22-03-2024,08:53:00,18.99945933762512,72.91436108482371,Bandra
Drug Offense,10-02-2022,15:55:00,18.964491947270805,72.89398128011966,Mulund
Theft,27-04-2024,22:32:00,19.0111666872434,72.87320002691884,Borivali
Burglary,07-03-2025,20:10:00,19.09058459122865,72.8739024105031,Dadar
Drug Offense,09-06-2024,23:23:00,19.0004803556588,72.8714931644232,Bandra
Theft,25-04-2022,05:49:00,19.151061804000932,72.953637502788,Borivali
Theft,11-07-2023,00:00:00,19.16580916243644,72.93514236930292,Andheri
Theft,29-01-2023,01:56:00,19.148761053682858,72.96350511635643,Ghatkopar
Burglary,02-07-2024,19:56:00,18.965050278018094,72.90570585924864,Navi Mumbai
Drug Offense,30-09-2025,19:51:00,19.15314321996657,72.8893082326112,Colaba
Domestic Violence,25-09-2025,11:36:00,19.235658158931248,72.95144719435989,Mulund
Theft,06-10-2022,03:16:00,19.11734553700552,72.93898485714801,Dadar
Drug Offense,06-05-2023,08:06:00,19.032212730428757,72.82914437317132,Mulund
Fraud,26-09-2025,06:54:00,19.150567680988253,72.90882717271208,Mulund
Murder,30-06-2024,16:41:00,19.22330249711761,72.89112349096126,Borivali
Domestic Violence,27-07-2023,00:06:00,19.046553441271897,72.92739594530579,Colaba
Assault,26-09-2024,17:40:00,19.062033822984933,72.85058225116607,Colaba
Theft,26-08-2025,01:06:00,18.99135610113133,72.93066729583147,Bandra
Drug Offense,13-10-2025,04:51:00,19.23817260813638,72.94119069555984,Navi Mumbai
Drug Offense,01-06-2022,02:00:00,19.180952257103023,72.90082754644091,Borivali
Fraud,27-03-2023,11:54:00,18.930228541241345,72.82030654919262,Bandra
Theft,19-05-2025,06:59:00,18.94925936621584,72.8489455869261,Navi Mumbai
Fraud,06-02-2025,10:46:00,19.01006033875662,72.80888802632818,Colaba
Assault,11-02-2025,19:39:00,18.94380057249768,72.85394387191153,Andheri
Domestic Violence,17-01-2025,22:55:00,19.046742974981377,72.99616855426015,Mulund
Drug Offense,11-05-2023,12:08:00,19.030345290539422,72.83845008821169,Thane
Burglary,17-03-2025,06:47:00,19.03935390758195,72.88563054827466,Borivali
Murder,30-03-2024,22:00:00,19.128310267466446,72.90036609775346,Borivali
Drug Offense,17-06-2023,10:44:00,19.0226946781444,72.98827876475542,Ghatkopar
Burglary,24-08-2023,11:59:00,19.148030116744387,72.81755957129475,Bandra
Burglary,30-01-2023,06:38:00,19.07184131848758,72.90822058218632,Mulund
Domestic Violence,06-02-2025,06:38:00,18.919939299896186,72.80255216219841,Ghatkopar
Theft,30-09-2024,11:47:00,19.10101927167042,72.98712821396818,Colaba
Murder,20-01-2025,00:24:00,19.043500146178552,72.91884228287803,Ghatkopar
Murder,07-05-2023,11:34:00,19.02951258935187,72.96766141053587,Colaba
Theft,08-09-2025,08:16:00,18.980234803303933,72.91206820319672,Dadar
Fraud,09-11-2024,00:17:00,18.95114517156983,72.8351111789112,Bandra
Assault,12-05-2022,16:19:00,19.16641754803723,72.85130167953083,Andheri
Domestic Violence,11-05-2022,21:26:00,19.203148238036952,72.96729428611562,Navi Mumbai
Burglary,14-12-2024,08:11:00,19.19791935535544,72.92321706627122,Borivali
Assault,21-01-2025,11:38:00,19.204667096333417,72.97714966462074,Thane
Domestic Violence,30-04-2025,22:56:00,19.007315055967368,72.90427947507987,Bandra
Theft,13-07-2023,07:18:00,19.078734628562056,72.95329193329785,Dadar
Burglary,24-06-2023,02:17:00,19.15092951639844,72.91325383579559,Ghatkopar
Fraud,07-09-2024,11:49:00,19.171330039640868,72.96783051986172,Andheri
Assault,05-06-2025,16:15:00,19.18777007014949,72.89353001632205,Dadar
Burglary,19-09-2022,21:11:00,19.11902958141464,72.83566711828948,Bandra
Domestic Violence,21-05-2023,19:40:00,19.162159205481323,72.81863096532192,Thane
Assault,08-05-2025,21:29:00,18.938720890807524,72.97199535732254,Thane
Fraud,05-05-2022,14:47:00,19.133126030177603,72.81535999906596,Andheri
Murder,23-02-2022,23:08:00,18.94217080413028,72.99630635032305,Navi Mumbai
Drug Offense,13-11-2025,23:55:00,19.134734155066447,72.96444057813382,Bandra
Drug Offense,19-05-2023,17:05:00,19.20469379133927,72.97644706408184,Andheri
Theft,03-09-2022,07:22:00,18.939992754803438,72.9572465525015,Mulund
Fraud,28-03-2022,04:02:00,19.104670262253137,72.96788605604296,Mulund
Fraud,21-02-2025,19:27:00,18.9010521757871,72.9296577646684,Dadar
Assault,08-04-2025,10:20:00,18.973728831572625,72.93517047372677,Ghatkopar
Burglary,02-02-2022,01:42:00,19.139891145553516,72.8531016664149,Colaba
Assault,06-02-2023,21:19:00,18.91445264881073,72.89484394590384,Mulund
Domestic Violence,25-11-2025,19:10:00,19.209684731311366,72.85740417341964,Borivali
Assault,19-07-2023,10:25:00,19.13286278585659,72.99128038278099,Dadar
Murder,17-12-2025,00:29:00,18.912381065998694,72.84870541936893,Ghatkopar
Fraud,23-12-2025,22:33:00,19.09338379968436,72.90040706676987,Borivali
Assault,15-12-2023,00:48:00,19.202499803981247,72.91102471403099,Thane
Domestic Violence,14-09-2024,18:36:00,19.066290023726985,72.83814341376994,Mulund
Burglary,10-06-2023,07:15:00,19.158657614017194,72.90410062065233,Bandra
Assault,14-12-2024,12:49:00,19.197855022168472,72.92202792633071,Ghatkopar
Theft,16-11-2025,14:40:00,19.06552347693148,72.96868818722704,Dadar
Theft,08-09-2025,02:41:00,18.935255067867487,72.94665540119297,Navi Mumbai
Murder,15-05-2025,05:28:00,19.018870632932316,72.938073054346,Dadar
Assault,03-08-2022,10:36:00,19.12424777673325,72.94619358719524,Mulund
Theft,15-11-2025,23:57:00,18.96951558844185,72.83033380905107,Ghatkopar
Domestic Violence,04-06-2025,19:10:00,18.95265065639977,72.81025073543917,Colaba
Assault,12-04-2022,10:50:00,19.165232677503617,72.94994249258686,Ghatkopar
Fraud,01-09-2022,19:50:00,19.149434887492493,72.86420957433887,Borivali
Murder,26-03-2025,06:56:00,19.11779393854875,72.94119059964869,Colaba
Domestic Violence,01-11-2022,11:57:00,19.006419418042505,72.82360392252076,Ghatkopar
Drug Offense,18-05-2022,07:21:00,19.15822649710282,72.8021259261021,Colaba
Domestic Violence,08-11-2022,08:05:00,19.058886333864717,72.92535002595523,Thane
Murder,04-06-2023,21:39:00,18.960168578747428,72.90622113939239,Mulund
Theft,17-11-2022,04:42:00,19.01991994496352,72.86450135604055,Thane
Theft,20-11-2022,23:02:00,18.991348093386023,72.85984486114376,Navi Mumbai
Assault,11-09-2023,03:11:00,19.16280097818185,72.93110519558144,Andheri
Fraud,08-10-2023,16:17:00,19.07455865561788,72.81950978507231,Colaba
Fraud,09-04-2024,13:46:00,19.182654950463608,72.95275645974876,Navi Mumbai
Domestic Violence,18-07-2024,15:15:00,18.963835119356144,72.94445726978148,Ghatkopar
Burglary,12-06-2025,03:25:00,18.91639644499968,72.87623667045013,Colaba
Murder,05-08-2023,22:40:00,19.01700098527106,72.9949245415216,Borivali
Domestic Violence,01-02-2024,07:33:00,18.98381964414384,72.94641773819139,Mulund
Fraud,24-12-2023,02:48:00,18.93354146813648,72.81438349359935,Navi Mumbai
Fraud,25-05-2022,15:59:00,18.972941140673488,72.93151656700599,Thane
Assault,15-05-2025,23:51:00,19.192357788199367,72.94773193162536,Colaba
Theft,09-10-2022,04:55:00,19.037193195627736,72.96537070261756,Mulund
Fraud,04-03-2024,20:36:00,19.075297914111943,72.81264232964338,Mulund
Burglary,01-03-2024,09:52:00,19.226178445576405,72.99573337322012,Bandra
Domestic Violence,13-01-2022,02:30:00,19.00890895341828,72.85309058634141,Ghatkopar
Assault,21-08-2022,03:16:00,19.053836239162365,72.87612285015743,Thane
Fraud,23-12-2024,01:42:00,19.19212122189332,72.88405108429558,Bandra
Drug Offense,02-03-2024,13:51:00,19.04360759421988,72.86536661994053,Dadar
Theft,11-04-2022,16:42:00,19.00209918950356,72.97884346690361,Colaba
Theft,13-01-2022,15:30:00,19.044356187354936,72.86344501535906,Borivali
Drug Offense,21-05-2023,15:55:00,19.20704460482524,72.80247096135453,Andheri
Assault,23-09-2025,10:00:00,19.12924625318543,72.9606461726279,Borivali
Fraud,05-12-2024,15:50:00,19.056969152511684,72.91462171184065,Colaba
Burglary,04-11-2023,02:51:00,19.217129411177662,72.89706804863317,Bandra
Fraud,23-06-2024,18:46:00,18.98114734368824,72.88752030640096,Dadar
Drug Offense,13-07-2024,00:41:00,19.16184331358288,72.8939120368691,Bandra
Assault,27-12-2023,20:04:00,18.96757056835571,72.9509058278302,Andheri
Burglary,18-05-2022,20:51:00,19.225171079747085,72.84151726730933,Ghatkopar
Murder,28-07-2023,04:45:00,19.0583361261877,72.86874324701726,Borivali
Fraud,10-03-2023,04:00:00,19.128396227154543,72.95800838337664,Borivali
Fraud,18-08-2025,11:04:00,19.10177480271162,72.99899157511763,Navi Mumbai
Assault,20-07-2022,10:35:00,19.041036330879187,72.99955183843312,Ghatkopar
Murder,29-07-2025,18:03:00,19.119616399890496,72.93198793848478,Thane
Drug Offense,20-01-2022,12:25:00,19.19644550945899,72.93386564815607,Andheri
Burglary,24-10-2023,13:07:00,19.080015760576536,72.96013913109097,Mulund
Theft,22-05-2025,08:18:00,18.9083666928854,72.94271540725379,Thane
Drug Offense,26-06-2023,07:12:00,19.17368200744952,72.88939641237016,Andheri
Fraud,16-03-2025,01:08:00,19.189092239356007,72.96526760137489,Andheri
Drug Offense,09-06-2023,15:36:00,19.182991811600303,72.85536115707312,Bandra
Drug Offense,15-12-2024,08:23:00,19.13888950397279,72.88854944536533,Ghatkopar
Burglary,26-11-2022,13:45:00,19.07598117173675,72.98890586893866,Borivali
Fraud,05-10-2025,07:31:00,19.02439112116315,72.82491322862178,Colaba
Murder,14-04-2024,01:05:00,18.94329689744564,72.9129185225019,Dadar
Burglary,16-03-2022,22:52:00,18.969543244876608,72.87328387009052,Thane
Drug Offense,16-04-2024,19:47:00,19.199261402742387,72.82039078664363,Andheri
Murder,07-08-2023,01:38:00,19.123088502397,72.81080991177514,Colaba
Assault,25-07-2022,18:33:00,18.935604884387413,72.82147797455046,Navi Mumbai
Domestic Violence,22-02-2024,08:32:00,19.184665034166525,72.9646814613422,Bandra
Burglary,14-03-2024,15:29:00,18.923418466673777,72.8384019175606,Borivali
Fraud,13-02-2022,07:21:00,19.131423979658653,72.9167025443979,Dadar
Theft,11-06-2023,01:46:00,19.196363973829374,72.89103544119331,Andheri
Theft,14-06-2024,04:19:00,19.188292627430314,72.83683484172664,Thane
Fraud,11-04-2022,06:41:00,18.949262551386163,72.9927709682595,Thane
Burglary,23-02-2024,11:55:00,19.00426118369361,72.8353355936999,Borivali
Assault,23-04-2024,17:16:00,19.223391636665507,72.98363218188828,Andheri
Burglary,07-04-2023,18:44:00,18.909185994893303,72.9231035174918,Thane
Drug Offense,29-06-2024,07:40:00,19.09504325126359,72.85454112599722,Andheri
Domestic Violence,03-07-2022,17:48:00,18.908768279024432,72.84127534662937,Bandra
Burglary,07-04-2023,17:27:00,18.9247495608407,72.90417670179781,Dadar
Murder,21-05-2025,09:59:00,19.14505908244107,72.81770494314067,Thane
Assault,10-09-2024,21:07:00,19.081546092419245,72.92306754828608,Colaba
Drug Offense,12-01-2022,14:50:00,19.05869711137741,72.87351874983462,Mulund
Domestic Violence,06-09-2024,03:03:00,19.063682080826663,72.92774625129559,Borivali
Domestic Violence,06-11-2023,11:35:00,19.00624091641891,72.91053027178155,Ghatkopar
Fraud,14-05-2025,09:13:00,18.909370069014663,72.94541683015841,Mulund
Burglary,06-09-2024,20:48:00,18.92412255457312,72.87420004750345,Bandra
Domestic Violence,22-04-2024,21:42:00,19.20611138020157,72.8032509433305,Mulund
Drug Offense,15-08-2025,05:39:00,19.22788582770629,72.83499019228184,Andheri
Burglary,22-01-2022,01:10:00,19.231948697823565,72.99048680949701,Borivali
Drug Offense,02-03-2025,15:26:00,19.170426866209283,72.87885530513825,Ghatkopar
Domestic Violence,24-08-2024,08:08:00,18.979369504394125,72.84255934117058,Andheri
Drug Offense,29-07-2023,01:48:00,19.11884522315126,72.86443119857435,Dadar
Fraud,30-04-2022,20:09:00,19.20828573127564,72.93719497126665,Ghatkopar
Theft,25-07-2022,07:56:00,19.18249111917437,72.99067425336806,Colaba
Drug Offense,18-10-2025,03:32:00,19.096928610079317,72.81509185275692,Bandra
Fraud,29-06-2024,08:43:00,19.15316431516976,72.96948723430339,Colaba
Assault,10-11-2025,21:53:00,18.99347910091737,72.8764563036647,Borivali
Theft,11-08-2024,07:39:00,18.99580654904606,72.87597034438704,Colaba
Murder,15-03-2022,14:12:00,19.200342113913383,72.8216529630202,Thane
Burglary,01-10-2023,10:05:00,19.133781337781027,72.97124537694876,Navi Mumbai
Assault,24-04-2022,18:36:00,18.92853185521065,72.98936474116266,Ghatkopar
Assault,18-10-2022,08:54:00,19.117543417022773,72.82707393083139,Borivali
Burglary,18-12-2023,06:07:00,19.115226530941733,72.85119191670356,Mulund
Assault,18-01-2023,19:12:00,19.15892347432841,72.83575331246902,Ghatkopar
Assault,16-08-2023,01:00:00,19.140069076612424,72.92628900786951,Borivali
Assault,20-09-2022,23:44:00,19.23890414538796,72.86155258059996,Mulund
Domestic Violence,17-09-2025,21:01:00,18.938804797170228,72.9248334307323,Colaba
Assault,23-01-2023,21:36:00,19.191054170029485,72.86462619031695,Borivali
Domestic Violence,13-03-2023,03:47:00,19.197666406022236,72.85777921098831,Andheri
Burglary,18-02-2023,10:22:00,19.136348182913075,72.82070748752325,Thane
Murder,15-12-2022,17:07:00,19.001058515826948,72.93039455434996,Andheri
Burglary,18-08-2022,17:42:00,18.927013801195127,72.85682929165297,Mulund
Domestic Violence,27-02-2022,08:31:00,19.01243693563644,72.85334453520551,Colaba
Fraud,11-09-2024,15:46:00,19.17398070701208,72.96692260755103,Dadar
Assault,07-02-2023,12:21:00,19.02386660662761,72.84583128579928,Navi Mumbai
Drug Offense,28-04-2024,20:46:00,19.238077706740395,72.96465284086862,Colaba
Burglary,11-06-2024,17:55:00,19.139240423937885,72.92002799104034,Thane
Murder,05-01-2025,16:55:00,19.189708701881845,72.93300686912204,Mulund
Theft,02-07-2023,19:46:00,19.009057612052576,72.95144737193803,Andheri
Burglary,31-07-2023,08:01:00,18.99849873919324,72.92740271454724,Ghatkopar
Fraud,26-01-2025,00:26:00,19.13634325502557,72.86489289699831,Thane
Domestic Violence,28-10-2025,19:27:00,19.130006763308927,72.91516310969322,Bandra
Burglary,03-07-2025,04:43:00,19.16887137976964,72.9690195915361,Navi Mumbai
Domestic Violence,02-01-2023,00:04:00,19.00354182498446,72.96978345202135,Ghatkopar
Fraud,04-12-2022,12:37:00,18.972942191063517,72.917994434913,Thane
Fraud,07-01-2025,12:55:00,19.22027414058504,72.87137484030642,Thane
Burglary,23-02-2024,02:18:00,18.909380597635256,72.87787643528924,Dadar
Theft,09-05-2022,14:17:00,19.141632448997512,72.8018880896126,Navi Mumbai
Murder,15-10-2024,00:11:00,19.21641395797641,72.86196615501268,Thane
Fraud,22-08-2024,04:30:00,19.12328820067695,72.89944494432987,Colaba
Assault,16-01-2025,18:44:00,19.037343656662,72.83301049787615,Dadar
Theft,10-04-2022,04:28:00,18.92202047273636,72.95418047030847,Mulund
Assault,05-01-2025,19:12:00,18.92568055972546,72.88969496809872,Ghatkopar
Fraud,13-10-2024,04:37:00,19.075273004481986,72.90386363237606,Andheri
Murder,20-06-2025,04:07:00,19.21303236591659,72.83328073976686,Ghatkopar
Drug Offense,13-12-2024,14:06:00,19.18640309172565,72.99760294296532,Thane
Fraud,04-02-2025,05:34:00,18.90626272757016,72.97303747239013,Dadar
Murder,27-01-2025,18:16:00,19.025520803646216,72.98116605066436,Borivali
Theft,15-01-2024,15:05:00,19.103221996041054,72.93906664535827,Colaba
Theft,30-03-2022,02:03:00,19.20873296286558,72.8411544111112,Dadar
Theft,15-09-2025,05:51:00,19.22424281612376,72.9796217977025,Borivali
Domestic Violence,15-10-2023,08:00:00,19.12164683147649,72.85757332652707,Bandra
Drug Offense,18-09-2024,17:56:00,18.92869996220696,72.90574878691339,Dadar
Theft,02-05-2022,03:01:00,19.14326916000652,72.86719492948872,Andheri
Murder,04-03-2023,07:02:00,19.18672318093812,72.83784448587792,Colaba
Domestic Violence,10-08-2024,21:39:00,19.124586797710105,72.89686125778762,Borivali
Fraud,12-09-2024,12:22:00,19.00743882029135,72.86986957355565,Colaba
Theft,24-02-2024,07:00:00,19.08640030249248,72.95559641741822,Thane
Drug Offense,20-12-2022,06:08:00,18.908032691699223,72.83683793556935,Ghatkopar
Domestic Violence,08-08-2022,09:14:00,19.17075343191805,72.94828309759146,Dadar
Drug Offense,05-05-2024,11:36:00,19.215163457855525,72.95957446749509,Colaba
Theft,26-05-2024,18:25:00,18.91618360986455,72.81232526502667,Borivali
Murder,12-11-2022,21:40:00,19.140969306205488,72.8357273570749,Mulund
Assault,11-01-2025,02:47:00,18.942550422337668,72.87068640596088,Thane
Murder,03-01-2025,19:13:00,19.12682895980933,72.88350200556673,Thane
Theft,13-07-2025,14:56:00,19.05355423623059,72.976845865844,Ghatkopar
Theft,14-05-2024,08:10:00,18.96817777747506,72.87008584101483,Colaba
Theft,30-03-2022,17:01:00,18.903950019712447,72.91105242725644,Thane
Fraud,10-07-2025,10:31:00,19.0760992578396,72.89328828602379,Ghatkopar
Assault,15-12-2022,21:09:00,19.05806038219513,72.90049372887557,Navi Mumbai
Drug Offense,20-03-2024,07:51:00,18.956001997397788,72.81096770813599,Borivali
Domestic Violence,31-10-2022,15:02:00,19.16123729502022,72.85639278372936,Dadar
Burglary,08-05-2022,16:33:00,19.086324360262285,72.81960593858754,Thane
Fraud,05-10-2024,00:42:00,19.219977631180303,72.88933495523165,Dadar
Theft,08-12-2023,06:28:00,18.956177183901307,72.9807221820135,Bandra
Assault,08-03-2022,03:36:00,19.129520341724223,72.83047251021591,Ghatkopar
Assault,22-07-2023,09:15:00,19.04848590088298,72.92809191646076,Ghatkopar
Drug Offense,01-03-2025,17:29:00,19.11239170438513,72.84089414093496,Mulund
Assault,22-01-2023,14:40:00,19.05290470065157,72.91103920113711,Colaba
Drug Offense,20-03-2022,15:15:00,19.001393097576013,72.95947156341543,Dadar
Domestic Violence,17-10-2023,22:15:00,18.91436901217782,72.93351337200475,Borivali
Fraud,24-05-2025,02:45:00,19.02459003758624,72.89470141428733,Borivali
Domestic Violence,22-03-2023,21:12:00,19.145995738766302,72.99189535898066,Navi Mumbai
Burglary,12-12-2024,20:27:00,18.954193187278968,72.87424386323158,Ghatkopar
Murder,20-02-2024,14:33:00,19.180856664959272,72.83422391946462,Dadar
Burglary,01-08-2024,18:16:00,18.962455113901285,72.89393624839975,Ghatkopar
Theft,10-02-2024,09:29:00,19.210235282596223,72.92877105942294,Dadar
Assault,25-02-2023,10:04:00,19.113033069914444,72.90587357311867,Thane
Theft,17-10-2023,13:25:00,18.93436648951945,72.96553798807372,Ghatkopar
Fraud,30-04-2025,22:33:00,19.141527812271374,72.82569389590165,Borivali
Burglary,20-01-2023,20:35:00,19.218429040468788,72.91224415326862,Ghatkopar
Theft,09-02-2022,10:49:00,19.157425838896387,72.86945139973346,Colaba
Theft,30-01-2025,21:09:00,18.905669990373365,72.8589747208312,Mulund
Fraud,24-05-2025,05:36:00,18.93737837940684,72.92758373196338,Bandra
Drug Offense,27-06-2022,15:36:00,19.022134034326477,72.98060366629853,Ghatkopar
Drug Offense,26-06-2022,12:41:00,18.95675378175836,72.9234810261228,Andheri
Theft,03-08-2023,16:30:00,19.20084658004461,72.84626617808799,Dadar
Burglary,06-01-2025,15:35:00,19.012241481666432,72.96993509587992,Bandra
Murder,18-09-2023,07:45:00,19.048183414355588,72.90288228195436,Borivali
Domestic Violence,25-07-2023,20:26:00,19.027856718765676,72.85348566503873,Navi Mumbai
Domestic Violence,08-11-2023,22:36:00,19.02280605941821,72.83273523709931,Ghatkopar
Assault,06-09-2024,03:44:00,19.039016306439084,72.9079668332371,Colaba
Murder,09-09-2023,09:32:00,18.920698327368434,72.90049342414888,Bandra
Burglary,24-07-2022,06:04:00,19.07335901820952,72.92000634781898,Bandra
Fraud,23-10-2022,14:19:00,19.236698958667265,72.9979115271845,Andheri
Burglary,11-02-2023,22:40:00,19.13634621347543,72.84275736193759,Bandra
Theft,22-01-2025,03:30:00,18.918970528061653,72.82856651161902,Ghatkopar
Murder,24-01-2025,14:58:00,19.09211814155481,72.867779332658,Mulund
Drug Offense,01-09-2025,07:28:00,19.23302552487945,72.99645863716722,Mulund
Murder,03-04-2023,15:37:00,19.026085443623472,72.97969891402067,Dadar
Burglary,29-04-2023,13:35:00,19.07879520528457,72.96821746171686,Ghatkopar
Domestic Violence,28-03-2024,20:39:00,19.146821589932543,72.8223214447212,Thane
Assault,10-12-2025,10:54:00,18.99932399483792,72.8250884620636,Navi Mumbai
Drug Offense,22-04-2023,19:30:00,18.932073823953083,72.93977203295691,Borivali
Burglary,17-08-2022,00:27:00,19.16039499537678,72.84002299253629,Andheri
Drug Offense,18-11-2023,01:06:00,19.020691456336444,72.83403094899417,Mulund
Theft,25-04-2024,18:55:00,18.99427212353546,72.8962828425102,Mulund
Fraud,30-05-2023,01:15:00,19.10429496575084,72.93008621113866,Ghatkopar
Drug Offense,18-07-2024,02:42:00,19.08238840121007,72.80030274824657,Borivali
Burglary,11-05-2023,18:20:00,19.125272874203137,72.95376786063957,Borivali
Burglary,16-09-2025,05:40:00,19.16752249664548,72.96362406566772,Navi Mumbai
Murder,20-08-2025,07:34:00,19.21193029845197,72.8164323636393,Borivali
Murder,05-04-2024,10:48:00,19.125631420334567,72.85174982040401,Borivali
Murder,16-09-2025,22:01:00,19.182177550715824,72.93543644134866,Dadar
Assault,08-06-2025,11:04:00,19.16979109404568,72.83323756537858,Colaba
Assault,13-12-2024,06:34:00,19.00322582064913,72.92048919824889,Thane
Theft,19-12-2022,15:16:00,19.14031829193104,72.96779481839907,Navi Mumbai
Assault,13-10-2025,19:54:00,19.039604666902463,72.87596639668611,Andheri
Burglary,15-04-2023,04:54:00,19.006895773755847,72.85306950777719,Thane
Domestic Violence,20-10-2024,08:17:00,19.14536184207111,72.82966031889453,Navi Mumbai
Domestic Violence,03-04-2022,02:36:00,19.181784629121147,72.92012318037449,Dadar
Murder,07-01-2025,15:45:00,19.021585929831367,72.82586192664854,Ghatkopar
Murder,21-06-2022,21:56:00,19.11610363612145,72.91347135457073,Mulund
Assault,16-09-2023,19:05:00,19.024164039452813,72.91893129654673,Ghatkopar
Drug Offense,08-06-2022,09:58:00,19.091466758826844,72.83174048870312,Borivali
Burglary,09-02-2024,01:04:00,18.95075026961773,72.99954596167001,Mulund
Burglary,20-08-2024,09:09:00,18.99429283744875,72.87364910776259,Andheri
Fraud,20-04-2022,19:55:00,19.22730331761557,72.90892971653567,Ghatkopar
Drug Offense,24-07-2024,02:31:00,18.92969680178505,72.96097227291581,Ghatkopar
Drug Offense,27-05-2023,06:56:00,19.180772633122203,72.819048990422,Thane
Burglary,31-07-2024,06:34:00,19.154269191170982,72.96761379377445,Andheri
Drug Offense,19-08-2022,19:28:00,19.013851178393654,72.88202707292794,Mulund
Murder,18-05-2022,12:58:00,19.01847421838033,72.92079620425166,Mulund
Domestic Violence,22-08-2022,12:42:00,18.95152991193968,72.95524352539077,Colaba
Domestic Violence,15-05-2022,01:43:00,19.168172186819312,72.91973257472334,Dadar
Domestic Violence,09-09-2022,10:31:00,19.21507356427772,72.85033520878702,Andheri
Drug Offense,31-03-2024,12:42:00,18.920554469544054,72.97767423269663,Bandra
Assault,31-08-2023,17:52:00,19.1159358845458,72.99986629837449,Thane
Drug Offense,17-11-2025,02:27:00,19.111309644797053,72.94534425366936,Colaba
Burglary,28-01-2022,15:03:00,18.970222775913285,72.94413520290419,Navi Mumbai
Theft,17-12-2022,21:24:00,19.02734680618576,72.85678984625105,Andheri
Drug Offense,25-10-2025,00:34:00,19.07155807345853,72.94179539000692,Thane
Murder,30-09-2025,22:33:00,18.924038884397167,72.87776164903234,Colaba
Domestic Violence,28-01-2025,05:25:00,18.92085618721204,72.95934867455959,Mulund
Domestic Violence,23-09-2025,22:02:00,18.922707189032607,72.83415798841182,Thane
Murder,26-06-2023,08:33:00,19.06248652497046,72.83864815643967,Colaba
Domestic Violence,10-12-2022,09:05:00,19.153802911494356,72.86382043988687,Dadar
Burglary,21-08-2022,13:34:00,19.154453474412247,72.92444167835882,Ghatkopar
Murder,02-04-2023,15:11:00,18.96572958295291,72.98342062130375,Thane
Fraud,25-06-2025,08:33:00,19.05794028422109,72.87846914802672,Colaba
Drug Offense,15-05-2025,09:00:00,19.07388127180739,72.83495622432109,Thane
Theft,27-03-2025,21:04:00,19.09617042610477,72.94552984266788,Borivali
